country,name,slug
"US","Demi Baguette (Wheat, Milk, Soy)","demi-baguette-wheat-milk-soy"
"US","Russet Potatoes","russet-potatoes"
"NL","Golden Delicious Appel","golden-delicious-appel"
"NL","Gedroogde abrikozen","gedroogde-abrikozen"
"NL","Kip-merguezworstjes","kip-merguezworstjes"
"NL","Mix van wittekool en wortel","mix-van-wittekool-en-wortel"
"NL","Runderschnitzel","runderschnitzel"
"NL","Olijventapenade","olijventapenade"
"NL","Kastanjechampignons","kastanjechampignons"
"US","Monterey Jack Cheese (Milk)","monterey-jack-cheese-milk"
"AU","ocean trout","ocean-trout"
"AU","Lebanese cucumber","lebanese-cucumber"
"BE","Golden Delicious Appel","golden-delicious-appel"
"BE","Gerookte forel","gerookte-forel"
"BE","Gedroogde abrikozen","gedroogde-abrikozen"
"BE","Kaneel","kaneel"
"BE","Kip-merguezworstjes","kip-merguezworstjes"
"BE","Mix van wittekool en wortel","mix-van-wittekool-en-wortel"
"BE","Runderschnitzel","runderschnitzel"
"BE","Olijventapenade","olijventapenade"
"BE","Kastanjechampignons","kastanjechampignons"
"BE","Groentebouillonblokje","groentebouillonblokje"
"US","Catfish (fish)","catfish-fish"
"DE","tomarange","tomarange"
"GB","Habanero Sauce","habanero-sauce"
"GB","Yeast","yeast"
"GB","Strong Bread Flour","strong-bread-flour"
"US","Plum tomatoes","plum-tomatoes"
"US","Cardamom","cardamom"
"US","Roasted Red Peppers","roasted-red-peppers"
"US","Daikon","daikon"
"NL","Bospeen","bospeen"
"NL","Rundergehaktballetjes","rundergehaktballetjes"
"NL","Nootmuskaat","nootmuskaat"
"NL","Volkoren uienkruier","volkoren-uienkruier"
"NL","Mix van wortel en babymaïs","mix-van-wortel-en-babymais"
"NL","Ravioli","ravioli"
"AU","black pepper","black-pepper"
"AU","North Indian spiced mince","north-indian-spiced-mince"
"AU","beef rump strips","beef-rump-strips"
"AU","paprika","paprika"
"AU","smooth dory fillet","smooth-dory-fillet"
"AU","nutmeg","nutmeg"
"AU","fresh pasta sheets","fresh-pasta-sheets"
"AU","english spinach","english-spinach"
"AU","free-range egg","free-range-egg"
"US","Tuna (fish)","tuna-fish"
"US","Corn Flour","corn-flour"
"US","Yellow Plantain","yellow-plantain"
"BE","Bospeen","bospeen"
"US","Wild Rice","wild-rice"
"BE","Rundergehaktballetjes","rundergehaktballetjes"
"BE","Bruine suiker","bruine-suiker"
"US","Chinese Broccoli","chinese-broccoli"
"US","Peanuts (peanuts)","peanuts-peanuts"
"US","Wide Rice Noodles (Wheat, Eggs)","wide-rice-noodles-wheat-eggs"
"DE","Hokkaido-Kürbis","hokkaido-kurbis"
"BE","Nootmuskaat","nootmuskaat"
"BE","Volkoren uienkruier","volkoren-uienkruier"
"BE","Massaman currypasta","massaman-currypasta"
"BE","Mix van wortel en babymaïs","mix-van-wortel-en-babymais"
"DE","Pflaumen","pflaumen"
"BE","Mezzaluna","mezzaluna"
"BE","Ravioli","ravioli"
"DE","Papardelle, frisch","papardelle-frisch"
"DE","grüne Tomaten","grune-tomaten"
"DE","Piment, gemahlen","piment-gemahlen"
"DE","Massaman Curry Paste","massaman-curry-paste"
"DE","Wacholderbeeren","wacholderbeeren"
"US","Italian Cheese (Milk)","italian-cheese-milk"
"US","Shell Pasta (wheat)","shell-pasta-wheat"
"US","Chinese 5 Spice","chinese-5-spice"
"US","Water Chestnuts","water-chestnuts"
"US","Tandoori Spice","tandoori-spice"
"DE","Haferflocken","haferflocken"
"DE","Brennnessel","brennnessel"
"DE","Ayran","ayran"
"DE","Butternusskürbis","butternusskurbis"
"DE","Tikka Masala-Paste","tikka-masala-paste"
"NL","Little gem","little-gem"
"GB","Dried Cranberries","dried-cranberries"
"NL","Jonge bladsla","jonge-bladsla"
"GB","Tamarind Sauce","tamarind-sauce"
"GB","Chilli Ketchup","chilli-ketchup"
"GB","Mango Chutney","mango-chutney"
"GB","White Cabbage","white-cabbage"
"GB","Turkey Mince","turkey-mince"
"BE","Kipgyros","kipgyros"
"BE","Little gem","little-gem"
"BE","Tomatenpassata","tomatenpassata"
"BE","Jonge bladsla","jonge-bladsla"
"BE","Sugarsnaps","sugarsnaps"
"BE","Rijstvermicelli","rijstvermicelli"
"BE","Pompoenblokjes","pompoenblokjes"
"BE","Kruidenkaasblokjes","kruidenkaasblokjes"
"US","polenta","polenta"
"US","Firm tofu (Soy)","firm-tofu-soy"
"AU","fresh hokkien noodles","fresh-hokkien-noodles"
"AU","Thai chilli jam","thai-chilli-jam"
"AU","roasted cashews","roasted-cashews"
"AU","green prawns","green-prawns"
"BE","Komijn","komijn"
"BE","Knoflook","knoflook"
"BE","Olijvencrème","olijvencreme"
"BE","kipdrumsticks","kipdrumsticks"
"BE","Linzen","linzen"
"BE","Gedroogde spaghetti","gedroogde-spaghetti"
"BE","Bouillonblokje","bouillonblokje"
"BE","Verse dille","verse-dille"
"BE","Gruyère","gruyere"
"BE","Varkenshaasblokjes","varkenshaasblokjes"
"NL","Elstar appel","elstar-appel"
"NL","Bruin broodje","bruin-broodje"
"NL","Wittekool","wittekool"
"NL","Kipfiletblokjes","kipfiletblokjes"
"NL","Spinazie-fetapastei","spinazie-fetapastei"
"GB","Pear","pear"
"US","White Bread (Wheat, Soy, Milk)","white-bread-wheat-soy-milk"
"US","Horseradish","horseradish"
"GB","Brie","brie"
"US","Fresh Figs","fresh-figs"
"GB","Dried Thyme","dried-thyme"
"GB","Sweet Soy Sauce","sweet-soy-sauce"
"US","Freekeh","freekeh"
"US","Cracked Freekeh (Wheat)","cracked-freekeh-wheat"
"US","Dried Mint","dried-mint"
"US","2 Whole Peeled Tomatoes","whole-peeled-tomatoes"
"US","Whole Peeled Tomatoes","whole-peeled-tomatoes"
"US","Kale Sprouts","kale-sprouts"
"US","Dried Cherries","dried-cherries"
"AU","chicken larb mince","chicken-larb-mince"
"AU","gem lettuce","gem-lettuce"
"AU","lamb leg portion","lamb-leg-portion"
"AU","classic tofu","classic-tofu"
"AU","baby bocconcini","baby-bocconcini"
"BE","Elstar appel","elstar-appel"
"BE","Bruin broodje","bruin-broodje"
"BE","Wittekool","wittekool"
"BE","Gele rozijnen","gele-rozijnen"
"BE","Worst van Brandt & Levie","worst-van-brandt-levie"
"BE","Mangochutney","mangochutney"
"BE","Kipfiletblokjes","kipfiletblokjes"
"BE","Vrije-uitloopei","vrije-uitloopei"
"BE","Spinazie-fetapastei","spinazie-fetapastei"
"BE","Avocado","avocado"
"GB","Duck Steak","duck-steak"
"DE","Mandeln, gemahlen","mandeln-gemahlen"
"DE","Suppengrün","suppengrun"
"DE","Meersalz","meersalz"
"DE","Spaghetti, frisch","spaghetti-frisch"
"DE","Tandoori-Paste","tandoori-paste"
"DE","Grüne Linsen","grune-linsen"
"DE","Reis-Mischung","reis-mischung"
"AT","Knoblauch","knoblauch"
"AT","Spinat","spinat"
"AT","Gemüsebrühe","gemusebruhe"
"AT","Tomatenpolpa","tomatenpolpa"
"AT","Olivenöl","olivenol"
"AT","Salz","salz"
"AT","Italienische Kräutermischung","italienische-krautermischung"
"AT","Pfefferkörner","pfefferkorner"
"AT","Ricotta","ricotta"
"AT","Zucker","zucker"
"AT","Pecorino D.O.P.","pecorino-d-o-p"
"AT","Butter","butter"
"AT","Pinienkerne","pinienkerne"
"AT","frische Lasagneplatten","frische-lasagneplatten"
"AT","Schweinelachssteaks","schweinelachssteaks"
"AT","Basmatireis","basmatireis"
"AT","Sweet Chili Soße","sweet-chili-sosze"
"AT","Karotten","karotten"
"AT","Erbsenschoten","erbsenschoten"
"AT","Honig","honig"
"AT","Thymian","thymian"
"AT","Essig","essig"
"AT","Pfeffer","pfeffer"
"AT","Gewürzmischung","gewurzmischung"
"AT","Putenbrust","putenbrust"
"AT","Schalotte","schalotte"
"AT","Kartoffeln","kartoffeln"
"AT","Joghurt","joghurt"
"AT","Zwiebel","zwiebel"
"AT","Bergkäse","bergkase"
"AT","Zitrone","zitrone"
"AT","Salatherz","salatherz"
"AT","Basilikum","basilikum"
"AT","Tomaten","tomaten"
"AT","Walnüsse","walnusse"
"AT","Spaghetti","spaghetti"
"AT","Schupfnudeln","schupfnudeln"
"AT","Petersilie","petersilie"
"AT","Parmesan D.O.P.","parmesan-d-o-p"
"AT","Brennnessel","brennnessel"
"AT","Ayran","ayran"
"AT","Schinkenspeck","schinkenspeck"
"AT","Frischkäse","frischkase"
"AT","Schnittlauch","schnittlauch"
"AT","Spitzkohl","spitzkohl"
"AT","Drillinge","drillinge"
"AT","grüne Bohnen","grune-bohnen"
"AT","Brunnenkresse","brunnenkresse"
"AT","Portobello-Pilze","portobello-pilze"
"AT","rote Zwiebel","rote-zwiebel"
"AT","Radieschen","radieschen"
"AT","Cheddar D.O.P.","cheddar-d-o-p"
"AT","Dijon Senf","dijon-senf"
"AT","Schmand","schmand"
"AT","Butternusskürbis","butternusskurbis"
"AT","Naan-Brot","naan-brot"
"AT","Tikka Masala-Paste","tikka-masala-paste"
"AT","rote Paprika","rote-paprika"
"AT","Zucchini","zucchini"
"AT","Tomatenmark","tomatenmark"
"AT","Öl","ol"
"AT","Kokosmilch","kokosmilch"
"AT","Blumenkohl","blumenkohl"
"AT","Quinoa","quinoa"
"AT","Koriander","koriander"
"AT","Creme fraiche","creme-fraiche"
"AT","Limette","limette"
"AT","Große Tomate","grosze-tomate"
"AT","grüne Paprika","grune-paprika"
"AT","frischer Oregano","frischer-oregano"
"AT","Haselnüsse","haselnusse"
"AT","Cranberries","cranberries"
"AT","Ingwer","ingwer"
"AT","passierte Tomaten","passierte-tomaten"
"AT","Frühlingszwiebeln","fruhlingszwiebeln"
"AT","Chili","chili"
"AT","Mandelblättchen","mandelblattchen"
"AT","Lauch","lauch"
"AT","Sahne","sahne"
"AT","Schweineschnitzel","schweineschnitzel"
"AT","Rosmarin Zweig","rosmarin-zweig"
"AT","Semmelbrösel","semmelbrosel"
"AT","Ei","ei"
"AT","Mandeln, gemahlen","mandeln-gemahlen"
"AT","Suppengrün","suppengrun"
"AT","Mehl","mehl"
"AT","Hokkaido-Kürbis","hokkaido-kurbis"
"AT","Risotto-Reis","risotto-reis"
"AT","rote Bete","rote-bete"
"AT","Meersalz","meersalz"
"AT","Rigatoni","rigatoni"
"AT","Spaghetti, frisch","spaghetti-frisch"
"AT","Feta","feta"
"AT","Essig (Aceto Balsamico)","essig-aceto-balsamico"
"AT","Kürbiskerne","kurbiskerne"
"AT","Dill","dill"
"AT","Meerrettich","meerrettich"
"AT","Rucola","rucola"
"AT","Räucherlachs","raucherlachs"
"AT","Chilischote","chilischote"
"AT","getrocknete Pilze","getrocknete-pilze"
"AT","Hähncheninnenfilets","hahncheninnenfilets"
"AT","Erdnussbutter","erdnussbutter"
"AT","Sojasoße","sojasosze"
"AT","Reisnudeln","reisnudeln"
"AT","Rinderhüftsteak","rinderhuftsteak"
"AT","Pflaumen","pflaumen"
"AT","Kirschtomaten","kirschtomaten"
"AT","Salbei","salbei"
"AT","Chiliflocken, mild","chiliflocken-mild"
"AT","Rosmarin","rosmarin"
"AT","Cashewkerne","cashewkerne"
"AT","Papardelle, frisch","papardelle-frisch"
"AT","Karotte, lila","karotte-lila"
"AT","Ras el Hanout","ras-el-hanout"
"AT","Flammkuchenteig","flammkuchenteig"
"AT","grüne Tomaten","grune-tomaten"
"AT","Süßkartoffeln","suszkartoffeln"
"AT","Piment, gemahlen","piment-gemahlen"
"AT","Speckwürfel","speckwurfel"
"AT","Massaman Curry Paste","massaman-curry-paste"
"AT","Champignons","champignons"
"AT","Erdnüsse","erdnusse"
"AT","Mandeln","mandeln"
"AT","Bulgur","bulgur"
"AT","Maiskolben","maiskolben"
"AT","Gurke","gurke"
"AT","schwarze Bohnen","schwarze-bohnen"
"AT","Pistazien","pistazien"
"AT","Arborio-Reis","arborio-reis"
"AT","Wacholderbeeren","wacholderbeeren"
"NL","Kropsla","kropsla"
"NL","Gerookte zalm","gerookte-zalm"
"NL","Gele currypasta","gele-currypasta"
"NL","Winterpeen","winterpeen"
"NL","Babymaïs","babymais"
"NL","Dragon","dragon"
"NL","Verse dragon","verse-dragon"
"NL","Bruine basterdsuiker","bruine-basterdsuiker"
"AU","Mexican beef mince","mexican-beef-mince"
"AU","white flour tortillas","white-flour-tortillas"
"AU","warm water","warm-water"
"AU","sunflower seeds","sunflower-seeds"
"GB","Garam Masala","garam-masala"
"GB","Chicken Leg","chicken-leg"
"BE","Spruiten","spruiten"
"BE","Gele currypasta","gele-currypasta"
"BE","Kropsla","kropsla"
"BE","Gerookte zalm","gerookte-zalm"
"BE","Gemengde paddenstoelen","gemengde-paddenstoelen"
"BE","Winterpeen","winterpeen"
"BE","Verse dragon","verse-dragon"
"BE","Bruine ciabatta","bruine-ciabatta"
"BE","Babymaïs","babymais"
"DE","Schweinebauch","schweinebauch"
"DE","Pastinake","pastinake"
"DE","Erbsen,frisch","erbsen-frisch"
"DE","Pfefferkörner, rosa","pfefferkorner-rosa"
"DE","Gnocchi mit Kürbis","gnocchi-mit-kurbis"
"DE","Ungarische Paprika, rot","ungarische-paprika-rot"
"DE","Zitronenmelisse","zitronenmelisse"
"DE","Paprika, rot","paprika-rot"
"DE","Zuckermais (Dose)","zuckermais-dose"
"DE","Joghurt, griechisch","joghurt-griechisch"
"DE","Wraps","wraps"
"DE","Schweinbauch","schweinbauch"
"DE","Ebly Weizen","ebly-weizen"
"DE","Vollkornspaghetti","vollkornspaghetti"
"BE","Regenboogkrieltjes","regenboogkrieltjes"
"BE","Bruine basterdsuiker","bruine-basterdsuiker"
"DE","Ciabatta-Brötchen","ciabatta-brotchen"
"US","Whole Wheat Bread (Wheat, Milk, Soy)","whole-wheat-bread-wheat-milk-soy"
"US","Brie (Milk)","brie-milk"
"US","Fig Jam","fig-jam"
"US","Bone-in Pork Chops","bone-in-pork-chops"
"US","Tricolor Peppercorns","tricolor-peppercorns"
"BE","Visbouillonblokje","visbouillonblokje"
"BE","Eigenheimer aardappelen","eigenheimer-aardappelen"
"BE","Geraspte aardappel","geraspte-aardappel"
"BE","Gele biet","gele-biet"
"BE","Zalm","zalm"
"BE","Kamutbrood","kamutbrood"
"BE","Biefstukreepjes","biefstukreepjes"
"BE","Cranberry-rozijnenmix","cranberry-rozijnenmix"
"BE","Gele semi-zon. tomaten","gele-semi-zon-tomaten"
"BE","Buffelmozzarella","buffelmozzarella"
"US","Whole Grain Mustard","whole-grain-mustard"
"AT","Erbsen,frisch","erbsen-frisch"
"AT","Pastinake","pastinake"
"AT","Za'atar","zaatar"
"AT","Hähnchenbrust","hahnchenbrust"
"AT","Senf","senf"
"AT","Gnocchi mit Kürbis","gnocchi-mit-kurbis"
"AT","Pfefferkörner, rosa","pfefferkorner-rosa"
"AT","rote Chili","rote-chili"
"AT","Avocado","avocado"
"AT","Paprika, rot","paprika-rot"
"AT","Zuckermais (Dose)","zuckermais-dose"
"AT","Zitronenmelisse","zitronenmelisse"
"AT","Ungarische Paprika, rot","ungarische-paprika-rot"
"AT","Chinakohl","chinakohl"
"AT","Schweinbauch","schweinbauch"
"AT","Wraps","wraps"
"AT","Joghurt, griechisch","joghurt-griechisch"
"AT","Sesam","sesam"
"AT","Aubergine","aubergine"
"AT","Paprika Antipasti","paprika-antipasti"
"AT","Holzspieße","holzspiesze"
"AT","schwarze Oliven","schwarze-oliven"
"AT","Mozzarella","mozzarella"
"AT","Paneer-Käse","paneer-kase"
"AT","Mango","mango"
"AT","Tandoori-Paste","tandoori-paste"
"AT","Grüne Linsen","grune-linsen"
"AT","Minze","minze"
"AT","Fenchelknolle","fenchelknolle"
"AT","gerebelter Oregano","gerebelter-oregano"
"AT","Hirtenkäse","hirtenkase"
"AT","Reis-Mischung","reis-mischung"
"AT","rote Spitzenpaprika","rote-spitzenpaprika"
"AT","Natur-Joghurt","natur-joghurt"
"AT","Couscous","couscous"
"AT","Ebly Weizen","ebly-weizen"
"AT","Brokkolini (Bimi)","brokkolini-bimi"
"AT","Pak Choi","pak-choi"
"AT","Vollkornspaghetti","vollkornspaghetti"
"AT","gelbe Zucchini","gelbe-zucchini"
"AT","Zitronengras","zitronengras"
"AT","Sprossenmischung","sprossenmischung"
"US","Hamburger Bun","hamburger-bun"
"US","Hamburger Bun (Wheat, Milk, Eggs, Soy)","hamburger-bun-wheat-milk-eggs-soy"
"US","Cornflakes (Wheat)","cornflakes-wheat"
"US","Garlic Powder","garlic-powder"
"US","Yellow Rice","yellow-rice"
"DE","Steinpilz-Tortellini","steinpilz-tortellini"
"DE","Cherrytomate","cherrytomate"
"DE","Tortellini","tortellini"
"NL","Rode puntpaprika","rode-puntpaprika"
"NL","Verse krulpeterselie","verse-krulpeterselie"
"US","Chicken Sausage","chicken-sausage"
"NL","Verse koriander","verse-koriander"
"NL","Kipschnitzel","kipschnitzel"
"NL","Paddenstoelenbouillon","paddenstoelenbouillon"
"NL","Verse oregano","verse-oregano"
"NL","Gemengde kool","gemengde-kool"
"NL","Rundergehaktballen","rundergehaktballen"
"NL","Verse tijm","verse-tijm"
"NL","Half-gedroogde tomaten","half-gedroogde-tomaten"
"NL","Halfgedroogde tomaten","halfgedroogde-tomaten"
"BE","Rode puntpaprika","rode-puntpaprika"
"BE","Runderchipolata","runderchipolata"
"BE","Rozijnen-pittenmix","rozijnen-pittenmix"
"BE","Kurkuma","kurkuma"
"BE","Verse koriander","verse-koriander"
"BE","Verse krulpeterselie","verse-krulpeterselie"
"BE","Kipschnitzel","kipschnitzel"
"BE","Paddenstoelenbouillon","paddenstoelenbouillon"
"BE","Verse oregano","verse-oregano"
"BE","Halloumi","halloumi"
"BE","Verse tijm","verse-tijm"
"BE","Rundergehaktballen","rundergehaktballen"
"BE","Kabeljauwstukken","kabeljauwstukken"
"BE","Gemengde kool","gemengde-kool"
"BE","Halfgedroogde tomaten","halfgedroogde-tomaten"
"AU","semi-dried tomatoes","semi-dried-tomatoes"
"AU","Provolone cheese","provolone-cheese"
"AU","goat's curd","goats-curd"
"AU","Chinese honey soy tofu","chinese-honey-soy-tofu"
"AU","scamorza bianca cheese","scamorza-bianca-cheese"
"US","Black Eyed Peas","black-eyed-peas"
"US","Fenugreek","fenugreek"
"NL","Pastinaak","pastinaak"
"NL","Verse bieslook","verse-bieslook"
"NL","Gekruide kipfiletreepjes","gekruide-kipfiletreepjes"
"NL","Verse basilicum","verse-basilicum"
"NL","Verse ravioli","verse-ravioli"
"NL","Verse munt","verse-munt"
"NL","Amandelschaafsel","amandelschaafsel"
"AT","Garam Masala","garam-masala"
"AT","Crème fraîche","creme-fraiche"
"AT","Ciabatta-Brötchen","ciabatta-brotchen"
"AT","Cayennepfeffer","cayennepfeffer"
"AT","Salatkopf","salatkopf"
"AT","Tortellini","tortellini"
"AT","Kidneybohnen","kidneybohnen"
"AT","Brokkoli","brokkoli"
"AT","Cherrytomate","cherrytomate"
"AT","Muskatnuss","muskatnuss"
"AT","grüne Chili","grune-chili"
"AT","Schweinenacken","schweinenacken"
"AT","Kreuzkümmel, ganz","kreuzkummel-ganz"
"AT","Weizentortillas","weizentortillas"
"AT","Schaschlikspieße","schaschlikspiesze"
"AT","Kreuzkümmel, gemahlen","kreuzkummel-gemahlen"
"AT","getrocknete Tomaten","getrocknete-tomaten"
"AT","Ziegenfrischkäserolle","ziegenfrischkaserolle"
"AT","Steinofenbaguette","steinofenbaguette"
"AT","(Rotwein-)Essig","rotwein-essig"
"AT","Rosinen","rosinen"
"GB","Kale","kale"
"DE","Triangoli","triangoli"
"DE","Weißkohl","weiszkohl"
"DE","Ketchup","ketchup"
"DE","Putenbrust, Aufschnitt","putenbrust-aufschnitt"
"DE","Emmentaler","emmentaler"
"DE","Weißbrot","weiszbrot"
"DE","Shiso-Kresse","shiso-kresse"
"GB","Smoky Sausage","smoky-sausage"
"GB","Braeburn Apple","braeburn-apple"
"GB","Apple and Sage Jelly","apple-and-sage-jelly"
"BE","Gekruide kipfiletreepjes","gekruide-kipfiletreepjes"
"BE","Verse munt","verse-munt"
"BE","Verse ravioli","verse-ravioli"
"BE","Verse basilicum","verse-basilicum"
"BE","Romainesla","romainesla"
"BE","Verse bieslook","verse-bieslook"
"BE","Pastinaak","pastinaak"
"BE","Amandelschaafsel","amandelschaafsel"
"DE","Dukkah-Gewürzmischung","dukkah-gewurzmischung"
"DE","Harissa","harissa"
"DE","Makkaroni","makkaroni"
"AU","beef burger mince","beef-burger-mince"
"AU","salt-reduced soy sauce","salt-reduced-soy-sauce"
"AU","wholemeal spiral pasta","wholemeal-spiral-pasta"
"AU","mustard (seeded or Dijon)","mustard-seeded-or-dijon"
"AU","pitted green olives","pitted-green-olives"
"AU","pecorino cheese","pecorino-cheese"
"NL","Noten-cranberrymix","noten-cranberrymix"
"NL","Havermout","havermout"
"NL","Cracker","cracker"
"NL","Jong belegen kaas","jong-belegen-kaas"
"NL","Gerookte kalkoenfilet","gerookte-kalkoenfilet"
"NL","Banaan","banaan"
"NL","Tarwebloem","tarwebloem"
"NL","Zout","zout"
"BE","Griekse yoghurt","griekse-yoghurt"
"BE","Appel","appel"
"BE","Noten-cranberrymix","noten-cranberrymix"
"BE","Havermout","havermout"
"BE","Banaan","banaan"
"BE","Zout","zout"
"BE","Tarwebloem","tarwebloem"
"BE","Gerookte kalkoenfilet","gerookte-kalkoenfilet"
"BE","Jong belegen kaas","jong-belegen-kaas"
"BE","Cracker","cracker"
"AU","dried herbs","dried-herbs"
"AU","wholemeal pizza bases","wholemeal-pizza-bases"
"AU","ham","ham"
"AU","scamorza blanca cheese","scamorza-blanca-cheese"
"AU","lamb, garlic & rosemary sausages","lamb-garlic-rosemary-sausages"
"NL","Victoriabaars","victoriabaars"
"NL","Varkenshaasgyros","varkenshaasgyros"
"NL","Platbrood","platbrood"
"AT","Fettuccine","fettuccine"
"AT","Geflügelbrühe","geflugelbruhe"
"AT","Dukkah-Gewürzmischung","dukkah-gewurzmischung"
"AT","Lorbeerblatt","lorbeerblatt"
"AT","Makkaroni","makkaroni"
"AT","Senf, körnig","senf-kornig"
"AT","Baguette","baguette"
"AT","Porree","porree"
"AT","Harissa","harissa"
"AT","Speisestärke","speisestarke"
"AT","gelbe Paprika","gelbe-paprika"
"AT","Sahnekefir","sahnekefir"
"AT","Kichererbsen","kichererbsen"
"AT","Shiso-Kresse","shiso-kresse"
"AT","Sahne-Joghurt","sahne-joghurt"
"AT","Paprikapulver edelsüß","paprikapulver-edelsusz"
"AT","Vollkorntoast","vollkorntoast"
"NL","Kippenvleugels","kippenvleugels"
"NL","Verse bladpeterselie","verse-bladpeterselie"
"US","Steak Cutlets","steak-cutlets"
"US","Trout","trout"
"AU","green chilli","green-chilli"
"AU","pitted kalamata olives","pitted-kalamata-olives"
"AU","wholemeal Lebanese bread","wholemeal-lebanese-bread"
"AU","asparagus","asparagus"
"DE","Gewürzmischung, Cafè de Paris","gewurzmischung-cafe-de-paris"
"NL","Romatomaat","romatomaat"
"BE","Victoriabaars","victoriabaars"
"BE","Varkenshaasgyros","varkenshaasgyros"
"BE","Platbrood","platbrood"
"BE","Kippenvleugels","kippenvleugels"
"BE","Honingpinda's","honingpindas"
"BE","Verse bladpeterselie","verse-bladpeterselie"
"BE","Meergranenbaguette","meergranenbaguette"
"BE","Verse lasagnebladen","verse-lasagnebladen"
"BE","Provolone","provolone"
"BE","Tomatentapenade","tomatentapenade"
"NL","Groene kiwi","groene-kiwi"
"NL","Conference peer","conference-peer"
"NL","Halfvolle yoghurt","halfvolle-yoghurt"
"NL","Muesli","muesli"
"NL","Sinaasappelsap","sinaasappelsap"
"NL","Vezelmix","vezelmix"
"NL","Bruin rozenbroodje","bruin-rozenbroodje"
"BE","Groene kiwi","groene-kiwi"
"BE","Halfvolle yoghurt","halfvolle-yoghurt"
"BE","Muesli","muesli"
"BE","Conference peer","conference-peer"
"BE","Vezelmix","vezelmix"
"BE","Sinaasappelsap","sinaasappelsap"
"BE","Bruin rozenbroodje","bruin-rozenbroodje"
"GB","Smoked Cheese","smoked-cheese"
"GB","Mangetout","mangetout"
"AT","Triangoli","triangoli"
"AT","getrockneter Oregano","getrockneter-oregano"
"AT","gelbe Curry Paste","gelbe-curry-paste"
"AT","Gouda","gouda"
"AT","Fajita-Gewürzmischung","fajita-gewurzmischung"
"AT","Thai-Basilikum","thai-basilikum"
"AT","Blattsalat","blattsalat"
"AT","Schweinefilet","schweinefilet"
"AT","Ketchup","ketchup"
"AT","Mayonnaise","mayonnaise"
"AT","Weißbrot","weiszbrot"
"AT","Weißkohl","weiszkohl"
"AT","Putenbrust, Aufschnitt","putenbrust-aufschnitt"
"AT","Emmentaler","emmentaler"
"AT","kleine Gewürzgurke","kleine-gewurzgurke"
"AT","Apfel","apfel"
"GB","Macaroni","macaroni"
"GB","English Mustard","english-mustard"
"GB","Ground Cloves","ground-cloves"
"NL","Miniromatomaten","miniromatomaten"
"NL","Verse salie","verse-salie"
"NL","Penne integrale","penne-integrale"
"NL","Gezouten pinda´s","gezouten-pindas"
"NL","Kipdrumsticks","kipdrumsticks"
"NL","Ananas","ananas"
"NL","Babypaksoi","babypaksoi"
"NL","Granaatappelpitten","granaatappelpitten"
"NL","Rode pesto","rode-pesto"
"NL","Zuurkool","zuurkool"
"NL","Gekruid kippengehakt","gekruid-kippengehakt"
"NL","Jonge bladslamelange","jonge-bladslamelange"
"NL","Gekruid rundergehakt","gekruid-rundergehakt"
"BE","Bildstar aardappelen","bildstar-aardappelen"
"BE","Rodekool","rodekool"
"BE","Savooiekool","savooiekool"
"BE","Kipworst","kipworst"
"US","Cipollini Onions","cipollini-onions"
"US","Sole (Fish)","sole-fish"
"AU","mini white corn tortillas","mini-white-corn-tortillas"
"AU","Tapatio hot sauce","tapatio-hot-sauce"
"AU","Goan lamb mince","goan-lamb-mince"
"AU","turmeric","turmeric"
"AU","pear","pear"
"AU","duck breast","duck-breast"
"AU","peanut satay tofu","peanut-satay-tofu"
"AU","pork larb mince","pork-larb-mince"
"BE","Lente-ui","lente-ui"
"DE","Schwarzbrot","schwarzbrot"
"DE","geröstete Erdnüsse","gerostete-erdnusse"
"DE","Paprika, orange","paprika-orange"
"NL","Mandarijn","mandarijn"
"NL","Halfvolle kwark","halfvolle-kwark"
"NL","Mueslivlokken","mueslivlokken"
"NL","Zweedse cracker","zweedse-cracker"
"NL","Extra belegen kaas","extra-belegen-kaas"
"NL","Abrikozenjam","abrikozenjam"
"NL","Aardbeienjam","aardbeienjam"
"NL","Granny smith appel","granny-smith-appel"
"NL","Eieren","eieren"
"US","Gruyere (Milk)","gruyere-milk"
"BE","Ananas","ananas"
"BE","Wijnzuurkool","wijnzuurkool"
"BE","Falaleldeeg","falaleldeeg"
"BE","Zuurkool","zuurkool"
"BE","Gekruid rundergehakt","gekruid-rundergehakt"
"BE","Jonge bladslamelange","jonge-bladslamelange"
"BE","Verse salie","verse-salie"
"BE","Miniromatomaten","miniromatomaten"
"BE","Penne integrale","penne-integrale"
"DE","Shiitake-Pilze","shiitake-pilze"
"DE","Udon-Nudeln","udon-nudeln"
"DE","Sesamöl","sesamol"
"BE","Gezouten pinda´s","gezouten-pindas"
"BE","Babypaksoi","babypaksoi"
"BE","Biefstukpuntjes","biefstukpuntjes"
"BE","Bosui","bosui"
"BE","Granaatappelpitten","granaatappelpitten"
"BE","Casarecce","casarecce"
"BE","Rode pesto","rode-pesto"
"BE","Mandarijn","mandarijn"
"BE","Halfvolle kwark","halfvolle-kwark"
"BE","Mueslivlokken","mueslivlokken"
"BE","Zweedse cracker","zweedse-cracker"
"BE","Granny smith appel","granny-smith-appel"
"BE","Abrikozenjam","abrikozenjam"
"BE","Aardbeienjam","aardbeienjam"
"BE","Extra belegen kaas","extra-belegen-kaas"
"BE","Eieren","eieren"
"GB","Prosciutto","prosciutto"
